recommendationid,lookupkey,drugname,guidelinename,guidelineurl,implications,drugrecommendation,classification,phenotypes,activityscore,population,comments
4169685,"{'CYP2D6': 'n/a', 'CYP2C19': 'Intermediate Metabolizer'}",trimipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'n/a', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}",No recommendation,Optional,"{'CYP2D6': 'Indeterminate', 'CYP2C19': 'Intermediate Metabolizer'}","{'CYP2D6': 'n/a', 'CYP2C19': 'n/a'}",general,n/a
4169687,"{'CYP2D6': 'n/a', 'CYP2C19': 'Poor Metabolizer'}",trimipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'n/a', 'CYP2C19': 'Greatly reduced metabolism of tertiary amines compared to normal metabolizers; Decreased conversion of tertiary amines to secondary amines may affect response or side effects'}","Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Optional,"{'CYP2D6': 'Indeterminate', 'CYP2C19': 'Poor Metabolizer'}","{'CYP2D6': 'n/a', 'CYP2C19': 'n/a'}",general,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose."
4169688,"{'CYP2D6': 'n/a', 'CYP2C19': 'Rapid Metabolizer'}",trimipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'n/a', 'CYP2C19': 'Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects'}","Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.",Optional,"{'CYP2D6': 'Indeterminate', 'CYP2C19': 'Rapid Metabolizer'}","{'CYP2D6': 'n/a', 'CYP2C19': 'n/a'}",general,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
4169689,"{'CYP2D6': 'n/a', 'CYP2C19': 'Ultrarapid Metabolizer'}",trimipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'n/a', 'CYP2C19': 'Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects'}","Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.",Optional,"{'CYP2D6': 'Indeterminate', 'CYP2C19': 'Ultrarapid Metabolizer'}","{'CYP2D6': 'n/a', 'CYP2C19': 'n/a'}",general,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
4169690,"{'CYP2D6': 'n/a', 'CYP2C19': 'Indeterminate'}",trimipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'n/a', 'CYP2C19': 'n/a'}",No recommendation,Optional,"{'CYP2D6': 'Indeterminate', 'CYP2C19': 'Indeterminate'}","{'CYP2D6': 'n/a', 'CYP2C19': 'n/a'}",general,n/a
4169691,"{'CYP2D6': 'n/a', 'CYP2C19': 'Likely Intermediate Metabolizer'}",trimipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'n/a', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}",No recommendation,Optional,"{'CYP2D6': 'Indeterminate', 'CYP2C19': 'Likely Intermediate Metabolizer'}","{'CYP2D6': 'n/a', 'CYP2C19': 'n/a'}",general,n/a
4169692,"{'CYP2D6': 'n/a', 'CYP2C19': 'Likely Poor Metabolizer'}",trimipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'n/a', 'CYP2C19': 'Greatly reduced metabolism of tertiary amines compared to normal metabolizers; Decreased conversion of tertiary amines to secondary amines may affect response or side effects'}","Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Optional,"{'CYP2D6': 'Indeterminate', 'CYP2C19': 'Likely Poor Metabolizer'}","{'CYP2D6': 'n/a', 'CYP2C19': 'n/a'}",general,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose."
4169693,"{'CYP2D6': 'n/a', 'CYP2C19': 'No Result'}",trimipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'n/a', 'CYP2C19': 'n/a'}",No recommendation,Optional,"{'CYP2D6': 'Indeterminate', 'CYP2C19': 'No Result'}","{'CYP2D6': 'n/a', 'CYP2C19': 'n/a'}",general,n/a
4169694,"{'CYP2D6': 'No Result', 'CYP2C19': 'Intermediate Metabolizer'}",trimipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'n/a', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}",Initiate therapy with recommended starting dose.,Optional,"{'CYP2D6': 'No Result', 'CYP2C19': 'Intermediate Metabolizer'}","{'CYP2D6': 'No Result', 'CYP2C19': 'n/a'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose."
4169695,"{'CYP2D6': 'No Result', 'CYP2C19': 'Normal Metabolizer'}",trimipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'n/a', 'CYP2C19': 'Normal metabolism of tertiary amines'}",Initiate therapy with recommended starting dose.,Strong,"{'CYP2D6': 'No Result', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': 'No Result', 'CYP2C19': 'n/a'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose."
4169705,{'CYP2D6': '≥4.0'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Increased metabolism of venlafaxine to the active metabolite O-desmethylvenlafaxine (desvenlafaxine) and increased O-desmethylvenlafaxine:venlafaxine ratio as compared to CYP2D6 normal metabolizers. There is insufficient evidence supporting the clinical impact of increased O-desmethylvenlafaxine:venlafaxine ratio in CYP2D6 ultrarapid metabolizers.'},No action recommended based on genotype for venlafaxine because of minimal evidence regarding the impact on efficacy or side effects.,No Recommendation,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥4.0'},general,n/a
4169696,"{'CYP2D6': 'No Result', 'CYP2C19': 'Poor Metabolizer'}",trimipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'n/a', 'CYP2C19': 'Greatly reduced metabolism of tertiary amines compared to normal metabolizers; Decreased conversion of tertiary amines to secondary amines may affect response or side effects'}","Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Optional,"{'CYP2D6': 'No Result', 'CYP2C19': 'Poor Metabolizer'}","{'CYP2D6': 'No Result', 'CYP2C19': 'n/a'}",general,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose."
4169697,"{'CYP2D6': 'No Result', 'CYP2C19': 'Rapid Metabolizer'}",trimipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'n/a', 'CYP2C19': 'Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects'}","Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.",Optional,"{'CYP2D6': 'No Result', 'CYP2C19': 'Rapid Metabolizer'}","{'CYP2D6': 'No Result', 'CYP2C19': 'n/a'}",general,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
4169698,"{'CYP2D6': 'No Result', 'CYP2C19': 'Ultrarapid Metabolizer'}",trimipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'n/a', 'CYP2C19': 'Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects'}","Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.",Optional,"{'CYP2D6': 'No Result', 'CYP2C19': 'Ultrarapid Metabolizer'}","{'CYP2D6': 'No Result', 'CYP2C19': 'n/a'}",general,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
4169699,"{'CYP2D6': 'No Result', 'CYP2C19': 'Indeterminate'}",trimipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'n/a', 'CYP2C19': 'n/a'}",No recommendation,Optional,"{'CYP2D6': 'No Result', 'CYP2C19': 'Indeterminate'}","{'CYP2D6': 'No Result', 'CYP2C19': 'n/a'}",general,n/a
4169700,"{'CYP2D6': 'No Result', 'CYP2C19': 'Likely Intermediate Metabolizer'}",trimipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'n/a', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}",Initiate therapy with recommended starting dose.,Optional,"{'CYP2D6': 'No Result', 'CYP2C19': 'Likely Intermediate Metabolizer'}","{'CYP2D6': 'No Result', 'CYP2C19': 'n/a'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose."
4169701,"{'CYP2D6': 'No Result', 'CYP2C19': 'Likely Poor Metabolizer'}",trimipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'n/a', 'CYP2C19': 'Greatly reduced metabolism of tertiary amines compared to normal metabolizers; Decreased conversion of tertiary amines to secondary amines may affect response or side effects'}","Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Optional,"{'CYP2D6': 'No Result', 'CYP2C19': 'Likely Poor Metabolizer'}","{'CYP2D6': 'No Result', 'CYP2C19': 'n/a'}",general,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose."
4169702,{'CYP2D6': '≥6.0'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Increased metabolism of venlafaxine to the active metabolite O-desmethylvenlafaxine (desvenlafaxine) and increased O-desmethylvenlafaxine:venlafaxine ratio as compared to CYP2D6 normal metabolizers. There is insufficient evidence supporting the clinical impact of increased O-desmethylvenlafaxine:venlafaxine ratio in CYP2D6 ultrarapid metabolizers.'},No action recommended based on genotype for venlafaxine because of minimal evidence regarding the impact on efficacy or side effects.,No Recommendation,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥6.0'},general,n/a
4169703,{'CYP2D6': '≥5.0'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Increased metabolism of venlafaxine to the active metabolite O-desmethylvenlafaxine (desvenlafaxine) and increased O-desmethylvenlafaxine:venlafaxine ratio as compared to CYP2D6 normal metabolizers. There is insufficient evidence supporting the clinical impact of increased O-desmethylvenlafaxine:venlafaxine ratio in CYP2D6 ultrarapid metabolizers.'},No action recommended based on genotype for venlafaxine because of minimal evidence regarding the impact on efficacy or side effects.,No Recommendation,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥5.0'},general,n/a
4169704,{'CYP2D6': '≥3.75'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Increased metabolism of venlafaxine to the active metabolite O-desmethylvenlafaxine (desvenlafaxine) and increased O-desmethylvenlafaxine:venlafaxine ratio as compared to CYP2D6 normal metabolizers. There is insufficient evidence supporting the clinical impact of increased O-desmethylvenlafaxine:venlafaxine ratio in CYP2D6 ultrarapid metabolizers.'},No action recommended based on genotype for venlafaxine because of minimal evidence regarding the impact on efficacy or side effects.,No Recommendation,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥3.75'},general,n/a
4169707,{'CYP2D6': '≥3.25'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Increased metabolism of venlafaxine to the active metabolite O-desmethylvenlafaxine (desvenlafaxine) and increased O-desmethylvenlafaxine:venlafaxine ratio as compared to CYP2D6 normal metabolizers. There is insufficient evidence supporting the clinical impact of increased O-desmethylvenlafaxine:venlafaxine ratio in CYP2D6 ultrarapid metabolizers.'},No action recommended based on genotype for venlafaxine because of minimal evidence regarding the impact on efficacy or side effects.,No Recommendation,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥3.25'},general,n/a
4169708,{'CYP2D6': '≥3.0'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Increased metabolism of venlafaxine to the active metabolite O-desmethylvenlafaxine (desvenlafaxine) and increased O-desmethylvenlafaxine:venlafaxine ratio as compared to CYP2D6 normal metabolizers. There is insufficient evidence supporting the clinical impact of increased O-desmethylvenlafaxine:venlafaxine ratio in CYP2D6 ultrarapid metabolizers.'},No action recommended based on genotype for venlafaxine because of minimal evidence regarding the impact on efficacy or side effects.,No Recommendation,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥3.0'},general,n/a
4169709,{'CYP2D6': '4.0'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Increased metabolism of venlafaxine to the active metabolite O-desmethylvenlafaxine (desvenlafaxine) and increased O-desmethylvenlafaxine:venlafaxine ratio as compared to CYP2D6 normal metabolizers. There is insufficient evidence supporting the clinical impact of increased O-desmethylvenlafaxine:venlafaxine ratio in CYP2D6 ultrarapid metabolizers.'},No action recommended based on genotype for venlafaxine because of minimal evidence regarding the impact on efficacy or side effects.,No Recommendation,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '4.0'},general,n/a
4169710,{'CYP2D6': '2.75'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Increased metabolism of venlafaxine to the active metabolite O-desmethylvenlafaxine (desvenlafaxine) and increased O-desmethylvenlafaxine:venlafaxine ratio as compared to CYP2D6 normal metabolizers. There is insufficient evidence supporting the clinical impact of increased O-desmethylvenlafaxine:venlafaxine ratio in CYP2D6 ultrarapid metabolizers.'},No action recommended based on genotype for venlafaxine because of minimal evidence regarding the impact on efficacy or side effects.,No Recommendation,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '2.75'},general,n/a
4169711,{'CYP2D6': '3.0'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Increased metabolism of venlafaxine to the active metabolite O-desmethylvenlafaxine (desvenlafaxine) and increased O-desmethylvenlafaxine:venlafaxine ratio as compared to CYP2D6 normal metabolizers. There is insufficient evidence supporting the clinical impact of increased O-desmethylvenlafaxine:venlafaxine ratio in CYP2D6 ultrarapid metabolizers.'},No action recommended based on genotype for venlafaxine because of minimal evidence regarding the impact on efficacy or side effects.,No Recommendation,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '3.0'},general,n/a
4169712,{'CYP2D6': '2.5'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Increased metabolism of venlafaxine to the active metabolite O-desmethylvenlafaxine (desvenlafaxine) and increased O-desmethylvenlafaxine:venlafaxine ratio as compared to CYP2D6 normal metabolizers. There is insufficient evidence supporting the clinical impact of increased O-desmethylvenlafaxine:venlafaxine ratio in CYP2D6 ultrarapid metabolizers.'},No action recommended based on genotype for venlafaxine because of minimal evidence regarding the impact on efficacy or side effects.,No Recommendation,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '2.5'},general,n/a
4169713,{'CYP2D6': '2.25'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Normal metabolism'},Initiate therapy with recommended starting dose.,Strong,{'CYP2D6': 'Normal Metabolizer'},{'CYP2D6': '2.25'},general,n/a
4169714,{'CYP2D6': '2.0'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Normal metabolism'},Initiate therapy with recommended starting dose.,Strong,{'CYP2D6': 'Normal Metabolizer'},{'CYP2D6': '2.0'},general,n/a
4169715,{'CYP2D6': '1.75'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Normal metabolism'},Initiate therapy with recommended starting dose.,Strong,{'CYP2D6': 'Normal Metabolizer'},{'CYP2D6': '1.75'},general,n/a
4169716,{'CYP2D6': '1.5'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Normal metabolism'},Initiate therapy with recommended starting dose.,Strong,{'CYP2D6': 'Normal Metabolizer'},{'CYP2D6': '1.5'},general,n/a
4169717,{'CYP2D6': '1.25'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Normal metabolism'},Initiate therapy with recommended starting dose.,Strong,{'CYP2D6': 'Normal Metabolizer'},{'CYP2D6': '1.25'},general,n/a
4169718,{'CYP2D6': '1.0'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Decreased metabolism of venlafaxine to active metabolite O-desmethylvenlafaxine (desvenlafaxine) and decreased O-desmethylvenlafaxine:venlafaxine ratio as compared to normal metabolizers. There is insufficient evidence supporting the clinical impact of the decreased O-desmethylvenlafaxine:venlafaxine ratio in CYP2D6 intermediate metabolizers.'},No action recommended based on genotype for venlafaxine because of minimal evidence regarding the impact on efficacy or side effects.,No Recommendation,{'CYP2D6': 'Intermediate Metabolizer'},{'CYP2D6': '1.0'},general,n/a
4169719,{'CYP2D6': '0.75'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Decreased metabolism of venlafaxine to active metabolite O-desmethylvenlafaxine (desvenlafaxine) and decreased O-desmethylvenlafaxine:venlafaxine ratio as compared to normal metabolizers. There is insufficient evidence supporting the clinical impact of the decreased O-desmethylvenlafaxine:venlafaxine ratio in CYP2D6 intermediate metabolizers.'},No action recommended based on genotype for venlafaxine because of minimal evidence regarding the impact on efficacy or side effects.,No Recommendation,{'CYP2D6': 'Intermediate Metabolizer'},{'CYP2D6': '0.75'},general,n/a
4169720,{'CYP2D6': '0.5'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Decreased metabolism of venlafaxine to active metabolite O-desmethylvenlafaxine (desvenlafaxine) and decreased O-desmethylvenlafaxine:venlafaxine ratio as compared to normal metabolizers. There is insufficient evidence supporting the clinical impact of the decreased O-desmethylvenlafaxine:venlafaxine ratio in CYP2D6 intermediate metabolizers.'},No action recommended based on genotype for venlafaxine because of minimal evidence regarding the impact on efficacy or side effects.,No Recommendation,{'CYP2D6': 'Intermediate Metabolizer'},{'CYP2D6': '0.5'},general,n/a
4169753,{'CYP2D6': '1.75'},vortioxetine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Normal metabolism.'},Initiate therapy with recommended starting dose.,Strong,{'CYP2D6': 'Normal Metabolizer'},{'CYP2D6': '1.75'},general,n/a
4169754,{'CYP2D6': '1.5'},vortioxetine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Normal metabolism.'},Initiate therapy with recommended starting dose.,Strong,{'CYP2D6': 'Normal Metabolizer'},{'CYP2D6': '1.5'},general,n/a
4169721,{'CYP2D6': '0.25'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Decreased metabolism of venlafaxine to active metabolite O-desmethylvenlafaxine (desvenlafaxine) and decreased O-desmethylvenlafaxine:venlafaxine ratio as compared to normal metabolizers. There is insufficient evidence supporting the clinical impact of the decreased O-desmethylvenlafaxine:venlafaxine ratio in CYP2D6 intermediate metabolizers.'},No action recommended based on genotype for venlafaxine because of minimal evidence regarding the impact on efficacy or side effects.,No Recommendation,{'CYP2D6': 'Intermediate Metabolizer'},{'CYP2D6': '0.25'},general,n/a
