id,publicationid,ethnicity,population,populationinfo,subjecttype,subjectcount,version
4163622,115900.0,East Asian,Chinese,Han Chinese,healthy,200,1
4163623,115902.0,East Asian,Japanese,,CHD patients,201,1
4163624,115708.0,East Asian,Chinese,Singapore,ramdon subjects receiving blood counts,100,1
4163625,115708.0,East Asian,Malayans,Singapore,ramdon subjects receiving blood counts,100,1
4163626,115909.0,East Asian,Chinese,"Han Chinese ( Northern, Hebei Province)",healthy,1000,1
4163627,115909.0,East Asian,Chinese,"Han Chinese (Southern, Zhejiang Province)",healthy,1127,1
4163628,114574.0,East Asian,Chinese,Han Chinese,,214,1
4163629,114574.0,East Asian,Chinese,Hui Chinese,Ningxia Hui Autonomous Region of China,111,1
4163630,114574.0,East Asian,Chinese,Mongolian Chinese,Inner Mongolia Autonomous Region of China,129,1
4163631,114560.0,East Asian,Chinese,Han Chinese (Liaoning Province),healthy,136,1
4163632,114560.0,East Asian,Chinese,Hui Chinese (Ningxia Province),healthy,164,1
4163633,114560.0,East Asian,Chinese,Mongolian Chinese (Xinjiang Province),healthy,158,1
4163634,114560.0,East Asian,Chinese,Uighur Chinese (Neimenggu Province),healthy,214,1
4163635,115920.0,East Asian,Korean,,invasive aspergillosis,104,1
4163636,115652.0,East Asian,Asian,New York,healthy blood donors,250,1
4163637,113880.0,East Asian,Indonesians,"Bandung, West Java",healthy,103,1
4163638,113880.0,East Asian,Indonesians,"Bandung, West Java",patients (cardiavasular),103,1
4163639,115924.0,East Asian,Thai,,"not specified, n=96 with CAD",1051,1
4163640,115930.0,East Asian,Chinese,,non-small cell lung cancer,156,1
4163641,115945.0,East Asian,Korean,,acute coronary syndrome,155,1
4163642,115941.0,East Asian,Japanese,,H. pylori infection,180,1
4163643,115939.0,East Asian,Japanese,,CAD,104,1
4163644,115926.0,East Asian,Chinese,,CAD,145,1
4163645,115932.0,East Asian,Chinese,Han Chinese,cardiovascular and cerebrovascular disease,220,1
4163646,115932.0,East Asian,Chinese,Uyghur,cardiovascular and cerebrovascular disease,800,1
4163647,115937.0,East Asian,Japanese,,healthy,74,1
4163648,115943.0,East Asian,Japanese,,"chronic kidney disease, controls",331,1
4163649,115947.0,East Asian,Thai,Bangkok,CAD,211,1
4163650,115922.0,East Asian,Taiwanese,,healthy,1038,1
4163651,115928.0,East Asian,Chinese,,CAD,840,1
4163652,115658.0,East Asian,Chinese,1000 Genomes population (CHB),,103,1
4163653,114567.0,East Asian,Chinese,Han,Eastern Han,229,1
4163654,115956.0,East Asian,Korean,,ischemic stroke,76,1
4163655,115949.0,East Asian,Chinese,,coronary syndrome patients,116,1
4163656,114613.0,East Asian,Japanese,,healthy,1017,1
4163657,115934.0,East Asian,Chinese,,ischemic stroke,211,1
4163658,115951.0,East Asian,Chinese,Uighur,northwest China,96,1
4163659,115960.0,East Asian,Chinese,Tibetan,Tibet autonomous region,96,1
4163660,115958.0,East Asian,Chinese,Wenzhou,ischemic stroke + healthy,375,1
4163661,115971.0,European,German,,healthy,174,1
4163662,115973.0,European,Swedish,,,160,1
4163663,115643.0,European,European-American,Durham and Chapel Hill,healthy,105,1
4163664,115976.0,European,Portuguese,,healthy,153,1
4163665,115978.0,European,Danish,,"very old, youny controls",303,1
4163666,115980.0,European,European,,healthy,173,1
4163667,115982.0,European,French,,control group,173,1
4163668,115986.0,European,Swedish,,GI patients,143,1
4163669,115988.0,European,Swedish,,controls,248,1
4163670,115990.0,European,Swedish,,"Alzheimer disease patients, controls",110,1
4163671,115992.0,European,French,,lung cancer patients,152,1
4163672,115994.0,European,British,,"leukemia, controls",952,1
4163673,114688.0,European,Dutch,,healthy,745,1
4163675,115997.0,European,English,,"cancer, controls",1082,1
4163676,115999.0,European,Italian,,receiving warfarin,93,1
4163677,116003.0,European,Belgian,,,121,1
4163678,114674.0,European,Croatian,Zagreb,healthy,200,1
4163679,116012.0,European,Norwegian,,blood donors,94,1
4163680,116005.0,European,Caucasian,Mayo Clinic Rochester,GI patients,60,1
4163681,114767.0,European,Russian,Voronezh,"controls, general outpatients",290,1
4163682,116008.0,European,German,,healthy,95,1
4163683,116010.0,European,German,"Dusseldorf, Bad Bentheim, Bad Salzschliff","psoriasis patients, controls",553,1
4163684,116015.0,European,German,,GI patients,193,1
4163685,114720.0,European,Italian,,healthy,360,1
4163686,116029.0,European,Spanish,Barcelona,"psychiatric patients, controls",307,1
4163687,116033.0,European,Swiss,,patients on methadone,208,1
4163688,116027.0,European,Polish,,GI patients,70,1
4163689,114693.0,European,Faroese,,healthy,312,1
4163690,116031.0,European,Spanish,Barcelona,"cancer patients, controls",672,1
4163691,116025.0,European,Western European,,GERD patients,205,1
4163692,116021.0,European,German,Munich,depression patients,49,1
4163693,116023.0,European,German,Berlin,cancer,60,1
4163694,116018.0,European,Dutch,,psychiatry patients,69,1
4163695,116046.0,European,Swiss,Geneva,patients on methadone,245,1
4163696,116036.0,European,Finnish,,medical autopsy,177,1
4163697,116042.0,European,Polish,,GI patients,125,1
4163698,116038.0,European,German,Frankfurt,healthy,51,1
4163699,115645.0,European,Caucasian,,,273,1
4163700,116040.0,European,Norwegian,,psychiatric patients,83,1
4163701,116044.0,European,Swedish,,,314,1
4163702,116051.0,European,German,Essen,"transplant patients, controls",573,1
4163703,116057.0,European,Swiss,Geneva,healthy,94,1
4163704,116053.0,European,Italian,,cardiovascular patients,1419,1
4163705,114119.0,European,Finnish,,healthy,440,1
4163706,116055.0,European,Portuguese,,blood donors,126,1
4163707,116048.0,European,Bulgarian,,cardiovascular patients,96,1
4163708,116068.0,European,French,Eastern France,healthy,359,1
4163709,116084.0,European,Slovenian,,RA patients,105,1
4163710,116062.0,European,Dutch,,cancer patients,124,1
4163711,116064.0,European,Dutch,,cancer patients,113,1
4163712,116086.0,European,Swiss,Geneva,,81,1
4163713,116070.0,European,French,,coronary syndrome patients,601,1
4163714,116072.0,European,German,Tübingen,"CAD, controls",423,1
4163715,116059.0,European,Caucasian,,coronary intervention patients,60,1
4163716,116082.0,European,Russian,,cancer patients,159,1
4163717,116080.0,European,Polish,,cardiovascular patients,105,1
4163718,114548.0,European,Caucasian,,,143,1
4163719,116076.0,European,Norwegian,,psychiatric patients,121,1
4163720,116078.0,European,Norwegian,,psychiatric patients,166,1
4163721,116066.0,European,Dutch,,psychiatry patients,181,1
4163722,116074.0,European,German,,coronary intervention,797,1
4163723,116109.0,European,Slovenian,Ljubljana,arthritis patients,71,1
4163724,116091.0,European,European-American,"Virginia, USA","acute coronary syndrome, controls",186,1
4163725,114389.0,European,Caucasian,Kentucky,mentally ill patients,4450,1
4163726,116093.0,European,French,,acute coronary syndrome patients,598,1
4163727,116107.0,European,Italian,,cardiovascular patients,772,1
4163728,116097.0,European,German,Bonn,"breast cancer, controls",1989,1
4163729,116089.0,European,Danish,Copenhagen,"lichen planus patients, controls",300,1
4163730,116105.0,European,Greek,,healthy,283,1
4163731,116099.0,European,German,Munich,CAD,2485,1
4163732,116095.0,European,French,,,2178,1
4163733,116101.0,European,German,Kiel,adult epilepsy patients,70,1
4163734,116101.0,European,German,Kiel,healthy,242,1
4163735,116101.0,European,German,Kiel,pediatric epilepsy patients,221,1
4163736,116129.0,European,French,,coronary syndrome patients,411,1
4163737,116126.0,European,English,,cancer patients,230,1
4163738,116142.0,European,Polish,,GI patients,139,1
4163739,115984.0,European,Norwegian,,tamoxifen-treated women,90,1
4163740,116146.0,European,Russian,European part of Russia,healthy,352,1
4163741,116120.0,European,Dutch,,CAD,428,1
4163742,116133.0,European,German,Bad Krotzingen,CAD,760,1
4163743,115648.0,European,Caucasian,Kansas City,sample repository,107,1
4163744,116144.0,European,Polish,,cardiovascular patients,261,1
4163745,114558.0,European,Caucasian,,,454,1
4163746,116131.0,European,German,"Hamburg, Karlsruhe","breast cancer, controls",8609,1
4163747,116115.0,European,Caucasian,,transplant patients,344,1
4163748,116117.0,European,Danish,,healthy,276,1
4163749,116117.0,European,Faroese,,healthy,311,1
4163750,116117.0,European,Norwegian,,healthy,309,1
4163751,115893.0,European,Swedish,,,185,1
4163752,116122.0,European,Dutch,,breast cancer,215,1
4163753,116148.0,European,Spanish,Valdecilla,Neurology patients,289,1
4163754,116124.0,European,Dutch,,psychiatry patients,178,1
4163755,116111.0,European,Bosnian,Tesanj,"diabetic patients, nondiabetic participants",77,1
4163756,116135.0,European,German,Munich,CAD,986,1
4163757,116137.0,European,German,Munich,CAD,1524,1
4163758,116151.0,European,Swedish,,"psychiatric patients, controls",1416,1
4163759,116139.0,European,German,Munich,CAD,928,1
4163760,114686.0,European,Danish,,cancer patients,339,1
4163761,116154.0,European,White,,cardiovascular patients,10285,1
4163762,114796.0,European,Swedish,,"suicide, controls",713,1
4163763,116156.0,European,Dutch,,psychiatry patients,678,1
4163764,116160.0,European,White/Non-Hispanic,,,1253,1
4163765,114714.0,European,Hungarian,,,112,1
4163766,115663.0,European,Brazilian (Caucasian descent),Brazilian urban centers across country,general population,615,1
4163767,114725.0,European,Italian,,"breast cancer, controls",179,1
4163768,115650.0,European,White,US,n/a,357,1
4163769,116166.0,European,Italian,,controls,62,1
4163770,116168.0,European,Macedonian,,healthy,184,1
4163771,116168.0,European,Spanish,Northern Spain,healthy,282,1
4163772,115652.0,European,Caucasian,New York,healthy blood donors,250,1
4163773,116164.0,European,Hungarian,,healthy,370,1
4163774,116164.0,European,Roma,,healthy,500,1
4163775,115146.0,European,Spanish,White Spanish,organ donors and recipents,570,1
4163776,115656.0,European,US,,from TRIUMPH study,2062,1
4163777,116198.0,European,Brazilian,European Brazilian,healthy controls,92,1
4163778,116173.0,European,Slovakian,,healthy,112,1
4163779,116178.0,European,Spanish,,healthy,362,1
4163780,116171.0,European,French,,elderly,156,1
4163781,114802.0,European,Swiss,,breast cancer,99,1
4163782,116180.0,European,Spanish,,healthy,151,1
4163783,116176.0,European,Spanish,Spaniards,Northern Spain,282,1
4163784,116192.0,European,Russian,South Ural,,54,1
4163785,115658.0,European,Caucasian,1000 Genomes population (CEU),,99,1
4163786,116186.0,European,Lithuanian,,"stent, but no thrombosois",456,1
4163787,116188.0,European,New Zealand,Whites,Wellington,232,1
4163788,116190.0,European,Russian,Moscow,peptic ulcer patients,971,1
4163789,116194.0,European,Spain,,patients with artery stenting,209,1
4163790,114444.0,European,US,Northwestern US,patients with PGx testing,621,1
4163791,116200.0,Latino,Bolivian,Mestizo with 82% Caucasian admixture,healthy,778,1
4163792,115645.0,Latino,Mexican Americans,Los Angeles,healthy,346,1
4163793,116203.0,Latino,Columbian,Mestizo,healthy,189,1
4163794,116205.0,Latino,Puerto Rican,,Newborn screening,122,1
4163795,115648.0,Latino,Hispanic,Kansas City,sample repository,108,1
4163796,115663.0,Latino,Brazilian Mulatto,Brazilian urban centers across country,general population,315,1
4163797,114461.0,Latino,Mexican,Mestizos,healthy,145,1
4163798,115650.0,Latino,Hispanic,US,n/a,346,1
4163799,116209.0,Latino,Brazilian (mixed),Brazilians,"white, brown and black skin color",1034,1
4163800,116168.0,Latino,Ecuadorian,"Mestizo, Quito",healthy controls,297,1
4163801,115652.0,Latino,Hispanic,New York,healthy blood donors,250,1
4163802,116214.0,Latino,Puerto Ricans,,Newborn screening,99,1
4163803,115654.0,Latino,Hispanic Latinos,,from PEAR and INVEST studies,202,1
4163804,116219.0,Latino,Mexican,"Mestizos, Mexico City",healthy,269,1
4163805,116176.0,Latino,Ecuadorian,Mestizo,healthy,297,1
4163806,116221.0,Latino,Mexican,"Mestizos, Jalisco (Western Mexico)",healthy,238,1
4163807,116223.0,Latino,Mexican,Coriell,healthy,94,1
4163808,116223.0,Latino,Peruvian,,healthy,80,1
4163809,114457.0,Latino,Ecuadorian,,healthy,139,1
4163810,116226.0,Latino,Mexican,Mestizo,volunteers (64 epilepsy patients exluded),300,1
4163811,116229.0,Latino,Mexican,,non-ST acute conorary syndromes,51,1
4163812,115643.0,Near Eastern,Saudi Arabians,,,97,1
4163813,114823.0,Near Eastern,Turkish,Southeastern Anatolia,various outpatients,404,1
4163814,116232.0,Near Eastern,Israeli,Jewish,healthy,140,1
4163815,116262.0,Near Eastern,Turkish,Southeastern Anatolia,healthy,96,1
4163816,116280.0,Near Eastern,Egyptian,Cairo,healthy,247,1
4163817,114809.0,Near Eastern,Bedouin,,,50,1
4163818,116264.0,Near Eastern,Turkish,,cancer patients,182,1
4163819,116266.0,Near Eastern,Turkish,,"Behcet's disease, controls",169,1
4163820,116235.0,Near Eastern,Iranian,,healthy,200,1
4163821,116268.0,Near Eastern,Turkish,,"cardiovascular patients, controls",198,1
4163822,116286.0,Near Eastern,Tunisian,,breast cancer patients and controls,544,1
4163823,116270.0,Near Eastern,Turkish,,"endometriosis patients, controls",100,1
4163824,116272.0,Near Eastern,Turkish,,dyspeptic patients,100,1
4163825,116237.0,Near Eastern,Palestinian,,healthy,200,1
4163826,116237.0,Near Eastern,Palestinian,,hematological malignancy patients,52,1
4163827,116240.0,Near Eastern,Iranian,"Shiraz, southern Iran","cardiovascular patients, controls",150,1
4163828,116242.0,Near Eastern,Iranian,,patients on warfarin,99,1
4163829,116274.0,Near Eastern,Turkish,,H. pylori–positive patients,105,1
4163830,116244.0,Near Eastern,Iranian,,gastroesophageal reflux disease patients,82,1
4163831,116246.0,Near Eastern,Lebanese,,healthy,161,1
4163832,116282.0,Near Eastern,Egyptian,Nile delta region,,120,1
4163833,116248.0,Near Eastern,Iranians,Mazandarani,healthy,103,1
4163834,114204.0,Near Eastern,Jordanians,,healthy,158,1
4163835,116251.0,Near Eastern,Jordanians,,healthy,78,1
4163836,116253.0,Near Eastern,Iranian,Turkman,healthy,140,1
4163837,116276.0,Near Eastern,Turkey,,"colorectal cancer, controls",287,1
4163838,116257.0,Near Eastern,Iranian,,healthy,180,1
4163839,116255.0,Near Eastern,Iranian,Teheran,,691,1
4163840,116259.0,Near Eastern,Iranian,,healthy,180,1
4163841,116284.0,Near Eastern,Egyptian,Cairo,coronary artery disease,190,1
4163842,116278.0,Near Eastern,Turkey,Istanbul,non-ulcer diypepsia,200,1
4163843,116288.0,Oceanian,Vanuatu,Tanna and Malakula islands,malariometric survey,493,1
4163844,116290.0,Oceanian,Vanuatu,Malakula,malaria patients,100,1
4163845,116292.0,Oceanian,Aneityum,Language: Aneityum,healthy,317,1
4163846,116292.0,Oceanian,Aneityum,Language: Futuna-Aniwa,healthy,69,1
4163847,116292.0,Oceanian,Aniwa,Language: Futuna-Aniwa,healthy,346,1
4163848,116292.0,Oceanian,Efate,Language: Mele Fila,healthy,275,1
4163849,116292.0,Oceanian,Emae,Language: Emae,healthy,89,1
4163850,116292.0,Oceanian,Emae,Language: Namakura,healthy,84,1
4163851,116292.0,Oceanian,Emae,Language: North Efate,healthy,183,1
4163852,116292.0,Oceanian,Erromango,Language: Sie,healthy,454,1
4163853,116292.0,Oceanian,Futuna,Language: Futuna-Aniwa,healthy,292,1
4163854,116292.0,Oceanian,Gaua,Language: Lakona,healthy,149,1
4163855,116292.0,Oceanian,Gaua,Language: Wetamut,healthy,399,1
4163856,116292.0,Oceanian,Ifira,Language: Mele Fila,healthy,165,1
4163857,116292.0,Oceanian,Maewo,Language: Baetora,healthy,223,1
4163858,116292.0,Oceanian,Maewo,Language: Raga,healthy,158,1
4163859,116292.0,Oceanian,Malakula,Language: Big Nambas,healthy,386,1
4163860,116292.0,Oceanian,Malakula,Language: Lingarak,healthy,96,1
4164027,116843.0,East Asian,Korean,,,150,1
4163861,116292.0,Oceanian,Malo,Language: Malo,healthy,93,1
4163862,116292.0,Oceanian,Nguna,Language: North Efate,healthy,117,1
4163863,116292.0,Oceanian,Pentecost,Language: Sa,healthy,637,1
4163864,116292.0,Oceanian,Santo,Language: Akei,healthy,258,1
4163865,116292.0,Oceanian,Santo,Language: Tolomako,healthy,190,1
4163866,116292.0,Oceanian,Tanna,Language: Lenakel,healthy,258,1
4163867,116292.0,Oceanian,Tanna,Language: Southwest Tanna,healthy,57,1
4163868,116292.0,Oceanian,Tongoa,Language: North Efate,healthy,243,1
4163869,114839.0,Oceanian,Aboriginese,Western Australian,healthy,227,1
4163870,116318.0,Oceanian,Papua New Guinea,Jawia,healthy,75,1
4163871,116318.0,Oceanian,Papua New Guinea,Kiniambu,healthy,132,1
4163872,116318.0,Oceanian,Papua New Guinea,Witupe,healthy,194,1
4163873,116323.0,Oceanian,Papua New Guinea,"Iruna (n=47), Tufi (n=10), Fly River (n=8)",healthy,65,1
4163874,114842.0,Oceanian,Maori,,,60,1
4163875,116188.0,Oceanian,New Zealand,Maori/Pacific Islander,ACS,70,1
4163876,116326.0,Sub-Saharan African,Zimbabwean,Shona,healthy,84,1
4163877,116328.0,Sub-Saharan African,Ethiopian,,healthy,114,1
4163878,116330.0,Sub-Saharan African,Tanzanian,Dar es Salaam,healthy,251,1
4163879,114423.0,Sub-Saharan African,Tanzanian,,,195,1
4163880,114425.0,Sub-Saharan African,South African,Venda,,76,1
4163881,114425.0,Sub-Saharan African,Tanzanian,,psychiatric patients and controls,192,1
4163882,114414.0,Sub-Saharan African,Ethiopian,Sweden,healthy,70,1
4163883,116003.0,Sub-Saharan African,Beninese,Zou department,healthy,111,1
4163884,116044.0,Sub-Saharan African,Ethiopian,Ethiopia and Sweden,,190,1
4163885,116338.0,Sub-Saharan African,Ghanaian,Accra,healthy,169,1
4163886,116340.0,Sub-Saharan African,Ugandan,healthy,,99,1
4163887,116343.0,Sub-Saharan African,Nigerian,95% from Southwest (Yoruba-speaking),"n=43 healthy, n=115 SCD",158,1
4163888,116345.0,Sub-Saharan African,South African,Xhosa,healthy,100,1
4163889,114558.0,Sub-Saharan African,African,,,250,1
4163890,114248.0,Sub-Saharan African,Black South African,"Soweta, majority Zulu or Sotho-speaking",,985,1
4163891,115663.0,Sub-Saharan African,Brazilian (African descent),Brazilian urban centers across country,general population,99,1
4163892,116348.0,Sub-Saharan African,South African,Black (cohort 2),,70,1
4163893,116198.0,Sub-Saharan African,Brazilian,African Brazilian,healthy controls,87,1
4163894,115658.0,Sub-Saharan African,Ethiopian,,healthy,104,1
4163895,115658.0,Sub-Saharan African,Gambia,Western Divisions (GWD),1000 Genomes,113,1
4163896,115658.0,Sub-Saharan African,Kenya,Luhya in Webuye (LWK),1000 Genomes,99,1
4163897,115658.0,Sub-Saharan African,Nigeria,Esan (ESN),1000 Genomes,99,1
4163898,115658.0,Sub-Saharan African,Nigeria,Yoruba in Ibadan (YRI),1000 Genomes,108,1
4163899,115658.0,Sub-Saharan African,Sierra Leone,Mende (MSL),1000 Genomes,85,1
4163900,116356.0,Sub-Saharan African,South African,representing South African population,healthy,100,1
4163901,116358.0,Sub-Saharan African,Ethiopian,male; residents of Addis Ababa,healthy,63,1
4163902,116697.0,African American/Afro-Caribbean,African-American,,Healthy controls,258,1
4163903,116691.0,African American/Afro-Caribbean,African-American,,,100,1
4163904,116681.0,African American/Afro-Caribbean,African-American,,,120,1
4163905,116681.0,African American/Afro-Caribbean,African-American,,,120,1
4163906,116699.0,African American/Afro-Caribbean,African-American,"New Orleans, LA",Healthy controls,107,1
4163907,116699.0,African American/Afro-Caribbean,African-American,"New Orleans, LA",Hypertensive patients,108,1
4163908,116687.0,African American/Afro-Caribbean,African-American,,,106,1
4163909,116702.0,African American/Afro-Caribbean,African-American,,Healthy controls,28,1
4163910,116689.0,African American/Afro-Caribbean,African-American,"Birmingham, AL",Warfarin treated patients,226,1
4163911,116695.0,African American/Afro-Caribbean,African-American,,Warfarin treated patients,101,1
4163912,116581.0,African American/Afro-Caribbean,African-American,,,226,1
4163913,116678.0,African American/Afro-Caribbean,African-American,,Healthy controls,300,1
4163914,113845.0,African American/Afro-Caribbean,African-American,,Warfarin treated patients,220,1
4163915,116585.0,African American/Afro-Caribbean,African-American,,Warfarin treated patients,338,1
4163916,116248.0,African American/Afro-Caribbean,African-American,,,100,1
4163917,116574.0,African American/Afro-Caribbean,African-American,,IWPC; warfarin-treated African Americans,327,1
4163918,116574.0,African American/Afro-Caribbean,African-American,,UAB warfarin treated cohort,206,1
4163919,116574.0,African American/Afro-Caribbean,African-American,,"replication cohort, warfarin patients from IWPC sites",432,1
4163920,116704.0,African American/Afro-Caribbean,African-American,,Pediatric sickle cell disease patients,30,1
4163921,116693.0,African American/Afro-Caribbean,African-American,,,264,1
4163922,113537.0,African American/Afro-Caribbean,African-American,Americans of African Ancestry in SW USA,,61,1
4163923,116570.0,African American/Afro-Caribbean,African-American,,warfarin-treated African Americans,274,1
4163924,116706.0,African American/Afro-Caribbean,African-American,,Sickle cell disease patients,165,1
4163925,116583.0,African American/Afro-Caribbean,African-American,,,60,1
4163926,116751.0,American,Canadian Inuit,,Unrelated individuals,88,1
4163927,116751.0,American,Canadian Native Indian,,,114,1
4163928,116725.0,American,Brazilian,,Warfarin treated patients,103,1
4163929,116744.0,American,Mexican,Tepehuano,,99,1
4163930,116723.0,American,Brazilian,Admixed population from southeast Brazil,Warfarin treated patients,780,1
4163931,116723.0,American,Brazilian,Guarani in Brazil,,90,1
4163932,116590.0,American,Brazilian,Guarani,,75,1
4163933,116590.0,American,Brazilian,Tupinikin,,147,1
4163934,115665.0,American,Brazilian,Guarani,,90,1
4163935,116728.0,American,Mexican,Huichol,,73,1
4163936,116728.0,American,Mexican,Mestizo,,947,1
4163937,116728.0,American,Mexican,Nahua,,212,1
4163938,116728.0,American,Mexican,Purepecha,,48,1
4163939,116728.0,American,Mexican,Tarahumara,,52,1
4163940,116728.0,American,Mexican,Teenek,,98,1
4163941,116708.0,American,American Indian and Alaska Native,Confederated Salish and Kootenai Tribes (CSKT),,94,1
4163942,116735.0,American,Mexican,Cora,,81,1
4163943,116735.0,American,Mexican,Guarijio,,15,1
4163944,116735.0,American,Mexican,Huichol,,107,1
4163945,116735.0,American,Mexican,Maya,,44,1
4163946,116735.0,American,Mexican,Mexicanero,,38,1
4163947,116735.0,American,Mexican,Seri,,19,1
4163948,116735.0,American,Mexican,Tarahumara,,74,1
4163949,116735.0,American,Mexican,Tepehuano,,127,1
4163950,113847.0,American,American Indian and Alaska Native,Center of Alaska Native Health Research cohort (CANHR),,350,1
4163951,113847.0,American,American Indian and Alaska Native,Southcentral Foundation cohort (SCF),,359,1
4163952,116746.0,American,Mexican,Maya,,184,1
4163953,116746.0,American,Mexican,Mixteco,,176,1
4163954,116746.0,American,Mexican,Tepehuano,,184,1
4163955,116746.0,American,Mexican,Zapoteca,,173,1
4163956,114444.0,American,American Indian and Alaska Native,,Pediatric patients,123,1
4163957,116714.0,American,Mexican,Chatino,,31,1
4163958,116714.0,American,Mexican,Chontal,,30,1
4163959,116714.0,American,Mexican,Cora,,30,1
4163960,116714.0,American,Mexican,Maya,,199,1
4163961,116714.0,American,Mexican,Mazahua,,47,1
4163962,116714.0,American,Mexican,Mixteco,,30,1
4163963,116714.0,American,Mexican,Teenek,,30,1
4163964,114400.0,American,Central Native American,Costa Rica,,193,1
4163965,114400.0,American,North Native American,Mexico,,823,1
4163966,114400.0,American,South Native American,Peru,,214,1
4163967,116816.0,Central/South Asian,Indian,Tamilian,,135,1
4163968,116771.0,Central/South Asian,Indian,Indians in Malaysia,Healthy controls,50,1
4163969,116771.0,Central/South Asian,Indian,Indians in Malaysia,Warfarin treated cohort,27,1
4163970,115680.0,Central/South Asian,Indian,"South India - Andhra Pradesh, Karnataka, Kerala, Tamilnadu",,481,1
4163971,116809.0,Central/South Asian,Indian,Indians in Malaysia,,165,1
4163972,116826.0,Central/South Asian,Roma,,,465,1
4163973,116818.0,Central/South Asian,Indian,North Indian,,102,1
4163974,116820.0,Central/South Asian,Pakistani,Punjabi,Warfarin treated patients,120,1
4163975,116603.0,Central/South Asian,Indian,,,40,1
4163976,116778.0,Central/South Asian,Indian,,Epilepsy patients,402,1
4163977,116774.0,Central/South Asian,Indian,Indians in Malaysia,,76,1
4163978,116776.0,Central/South Asian,Indian,South Indian Tamilian,Diabetes patients,80,1
4163979,113864.0,Central/South Asian,North Indians,,,225,1
4163980,116824.0,Central/South Asian,Indian,,Warfarin treated patients,145,1
4163981,116782.0,Central/South Asian,Indian,,Acenocoumarol treated patients,111,1
4163982,116813.0,Central/South Asian,Indian,"North India - Punjab, Haryana, Uttar Pradesh, New Delhi, Uttarakhand",,209,1
4163983,116813.0,Central/South Asian,Indian,"South India - Tamil Nadu, Andhra Pradesh, Kerala",,82,1
4163984,116780.0,Central/South Asian,Indian,South Indian,Acenocoumarol treated patients,163,1
4163985,116807.0,Central/South Asian,Indian,Gujarat,Diabetic patients,109,1
4163986,115712.0,Central/South Asian,Indian,North Indian,,2128,1
4163987,115712.0,Central/South Asian,Indian,North Indian,,2120,1
4163988,113850.0,Central/South Asian,Indian,Bihar,,268,1
4163989,113850.0,Central/South Asian,Indian,Delhi,,213,1
4163990,113850.0,Central/South Asian,Indian,Haryana,,108,1
4163991,113850.0,Central/South Asian,Indian,Punjab,,225,1
4163992,113850.0,Central/South Asian,Indian,Uttar Pradesh,,1098,1
4163993,113862.0,Central/South Asian,South Indians,,,240,1
4163994,116811.0,Central/South Asian,Indian,Kerala,Cardiology patients,100,1
4163995,113537.0,Central/South Asian,Bangladeshi,Bengali,,86,1
4163996,113537.0,Central/South Asian,Indian,"Gujarati from Houston, Texas",,103,1
4163997,113537.0,Central/South Asian,Indian,Telugu from the UK,,102,1
4163998,113537.0,Central/South Asian,Pakistani,Punjabi from Lahore,,96,1
4163999,113537.0,Central/South Asian,Sri Lankan,Tamil from the UK,,102,1
4164000,116786.0,Central/South Asian,Indian,Kashmiri,Epilepsy patients,92,1
4164001,116786.0,Central/South Asian,Indian,Kashmiri,Healthy controls,121,1
4164002,116784.0,Central/South Asian,Pakistani,,Warfarin treated patients,74,1
4164003,116805.0,Central/South Asian,Indian,North Indian,Pediatric epilepsy patients,89,1
4164004,116789.0,Central/South Asian,Indian,West Indian,,289,1
4164005,116801.0,Central/South Asian,Indian,South Indian,Acenocoumarol treated patients,124,1
4164006,116796.0,Central/South Asian,Bangladeshi,,Warfarin treated patients,87,1
4164007,116794.0,Central/South Asian,Indian,South Indian,Acenocoumarol treated patients,205,1
4164008,116791.0,Central/South Asian,Pakistani,,Warfarin treated patients,509,1
4164009,116791.0,Central/South Asian,Pakistani,,Warfarin treated patients,527,1
4164010,116798.0,Central/South Asian,Indian,"Andhra Pradesh, South India",Diabetes patients,224,1
4164011,116798.0,Central/South Asian,Indian,"Andhra Pradesh, South India",Healthy controls,228,1
4164012,116803.0,Central/South Asian,Indian,,Phenytoin treated patients,351,1
4164013,116828.0,Central/South Asian,Roma,Croatian,,423,1
4164014,,Central/South Asian,South Asian,"from http://gnomad.broadinstitute.org, v2.1.1. accessed 01/27/2022",,15308,1
4164015,,Central/South Asian,South Asian,"from http://gnomad.broadinstitute.org, v2.1.1. accessed 01/27/2022",,15307,1
4164016,,Central/South Asian,South Asian,"from http://gnomad.broadinstitute.org, v2.1.1. accessed 01/27/2022",,15306,1
4164017,,Central/South Asian,South Asian,"from http://gnomad.broadinstitute.org, v2.1.1. accessed 01/27/2022",,15304,1
4164018,,Central/South Asian,South Asian,"from http://gnomad.broadinstitute.org, v2.1.1. accessed 01/27/2022",,15305,1
4164019,116691.0,East Asian,Taiwanese,,,98,1
4164020,116927.0,East Asian,Japanese,,Epilepsy patients,44,1
4164021,115743.0,East Asian,Japanese,,,140,1
4164022,116923.0,East Asian,Japanese,,,47,1
4164023,115745.0,East Asian,Japanese,,Epilepsy patients,134,1
4164024,116925.0,East Asian,Japanese,,Warfarin treated patients,86,1
4164025,116751.0,East Asian,Chinese,"Toronto, Canada",,102,1
4164026,116960.0,East Asian,Korean,,,574,1
4164028,116843.0,East Asian,Korean,,,150,1
4164029,116851.0,East Asian,Japanese,,Warfarin treated cohort,90,1
