id,guidelineid,drugid,implications,drugrecommendation,classification,phenotypes,activityscore,allelestatus,lookupkey,population,comments,version,dosinginformation,alternatedrugavailable,otherprescribingguidance
4169155,2405438,RxNorm:8120,{'G6PD': 'High risk of acute exacerbation of chronic hemolysis'},"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended",Optional,{'G6PD': 'Deficient with CNSHA'},{},{},{'G6PD': 'Deficient with CNSHA'},general,"There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for for acute exacerbation of chronic hemolysis.",1,False,False,False
4169042,100414,RxNorm:7531,{'CYP2D6': 'Increased metabolism of tricyclic antidepressants to less active compounds compared to normal metabolizers. Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure.'},"Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a tricyclic antidepressant is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.",Strong,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥3.25'},{},{'CYP2D6': '≥3.25'},general,n/a,1,False,False,False
4169043,100414,RxNorm:7531,{'CYP2D6': 'Increased metabolism of tricyclic antidepressants to less active compounds compared to normal metabolizers. Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure.'},"Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a tricyclic antidepressant is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.",Strong,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥3.0'},{},{'CYP2D6': '≥3.0'},general,n/a,1,False,False,False
4169044,100414,RxNorm:7531,{'CYP2D6': 'Increased metabolism of tricyclic antidepressants to less active compounds compared to normal metabolizers. Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure.'},"Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a tricyclic antidepressant is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.",Strong,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '4.0'},{},{'CYP2D6': '4.0'},general,n/a,1,False,False,False
4169045,100414,RxNorm:7531,{'CYP2D6': 'Increased metabolism of tricyclic antidepressants to less active compounds compared to normal metabolizers. Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure.'},"Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a tricyclic antidepressant is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.",Strong,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '2.75'},{},{'CYP2D6': '2.75'},general,n/a,1,False,False,False
4169046,100414,RxNorm:7531,{'CYP2D6': 'Increased metabolism of tricyclic antidepressants to less active compounds compared to normal metabolizers. Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure.'},"Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a tricyclic antidepressant is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.",Strong,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '3.0'},{},{'CYP2D6': '3.0'},general,n/a,1,False,False,False
4169047,100414,RxNorm:7531,{'CYP2D6': 'Increased metabolism of tricyclic antidepressants to less active compounds compared to normal metabolizers. Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure.'},"Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a tricyclic antidepressant is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.",Strong,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '2.5'},{},{'CYP2D6': '2.5'},general,n/a,1,False,False,False
4169048,100414,RxNorm:7531,{'CYP2D6': 'Normal metabolism of tricyclic antidepressants'},Initiate therapy with recommended starting dose,Strong,{'CYP2D6': 'Normal Metabolizer'},{'CYP2D6': '2.25'},{},{'CYP2D6': '2.25'},general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose.",1,False,False,False
4169049,100414,RxNorm:7531,{'CYP2D6': 'Normal metabolism of tricyclic antidepressants'},Initiate therapy with recommended starting dose,Strong,{'CYP2D6': 'Normal Metabolizer'},{'CYP2D6': '2.0'},{},{'CYP2D6': '2.0'},general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose.",1,False,False,False
4169050,100414,RxNorm:7531,{'CYP2D6': 'Normal metabolism of tricyclic antidepressants'},Initiate therapy with recommended starting dose,Strong,{'CYP2D6': 'Normal Metabolizer'},{'CYP2D6': '1.75'},{},{'CYP2D6': '1.75'},general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose.",1,False,False,False
4169051,100414,RxNorm:7531,{'CYP2D6': 'Normal metabolism of tricyclic antidepressants'},Initiate therapy with recommended starting dose,Strong,{'CYP2D6': 'Normal Metabolizer'},{'CYP2D6': '1.5'},{},{'CYP2D6': '1.5'},general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose.",1,False,False,False
4169052,100414,RxNorm:7531,{'CYP2D6': 'Normal metabolism of tricyclic antidepressants'},Initiate therapy with recommended starting dose,Strong,{'CYP2D6': 'Normal Metabolizer'},{'CYP2D6': '1.25'},{},{'CYP2D6': '1.25'},general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose.",1,False,False,False
4169062,110076,RxNorm:7646,{'CYP2C19': 'Likely increased plasma concentration of PPI compared to CYP2C19 NMs; likely increased chance of efficacy and potentially toxicity'},"Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.",Optional,{'CYP2C19': 'Likely Intermediate Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Likely Intermediate Metabolizer'},general,"The strength of recommendation for ""likely"" phenotypes are the same as their respective confirmed phenotypes. ""Likely"" indicates the uncertainty in the phenotype assignment, but it is reasonable to apply the recommendation for the confirmed phenotype to the corresponding ""likely"" phenotype.",1,False,False,False
4169053,100414,RxNorm:7531,{'CYP2D6': 'Reduced metabolism of tricyclic antidepressants to less active compounds compared to normal metabolizers. Higher plasma concentrations of active drug will increase the probability of side effects.'},Consider a 25% reduction of recommended starting dose. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.,Optional,{'CYP2D6': 'Intermediate Metabolizer'},{'CYP2D6': '1.0'},{},{'CYP2D6': '1.0'},general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of tricyclic antidepressants for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain.",1,False,False,False
4169054,100414,RxNorm:7531,{'CYP2D6': 'Reduced metabolism of tricyclic antidepressants to less active compounds compared to normal metabolizers. Higher plasma concentrations of active drug will increase the probability of side effects.'},Consider a 25% reduction of recommended starting dose. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.,Optional,{'CYP2D6': 'Intermediate Metabolizer'},{'CYP2D6': '0.75'},{},{'CYP2D6': '0.75'},general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of tricyclic antidepressants for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain.",1,False,False,False
4169055,100414,RxNorm:7531,{'CYP2D6': 'Reduced metabolism of tricyclic antidepressants to less active compounds compared to normal metabolizers. Higher plasma concentrations of active drug will increase the probability of side effects.'},Consider a 25% reduction of recommended starting dose. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.,Moderate,{'CYP2D6': 'Intermediate Metabolizer'},{'CYP2D6': '0.5'},{},{'CYP2D6': '0.5'},general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of tricyclic antidepressants for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain.",1,False,False,False
4169056,100414,RxNorm:7531,{'CYP2D6': 'Reduced metabolism of tricyclic antidepressants to less active compounds compared to normal metabolizers. Higher plasma concentrations of active drug will increase the probability of side effects.'},Consider a 25% reduction of recommended starting dose. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.,Moderate,{'CYP2D6': 'Intermediate Metabolizer'},{'CYP2D6': '0.25'},{},{'CYP2D6': '0.25'},general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of tricyclic antidepressants for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain.",1,False,False,False
4169057,100414,RxNorm:7531,{'CYP2D6': 'Greatly reduced metabolism of tricyclic antidepressants to less active compounds compared to normal metabolizers. Higher plasma concentrations of active drug will increase the probability of side effects.'},"Avoid tricyclic use due to potential for side effects. Consider alternative drug not metabolized by CYP2D6. If a tricyclic antidepressant is warranted, consider a 50% reduction of recommended starting dose. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.",Strong,{'CYP2D6': 'Poor Metabolizer'},{'CYP2D6': '0.0'},{},{'CYP2D6': '0.0'},general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of tricyclic antidepressants for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain.",1,False,False,False
4169058,100414,RxNorm:7531,{'CYP2D6': 'n/a'},No recommendation,No Recommendation,{'CYP2D6': 'Indeterminate'},{'CYP2D6': 'n/a'},{},{'CYP2D6': 'n/a'},general,"Because CYP2D6 phenotype could not be assigned based on genotyping performed, therapuetic monitoring should be considered. If therapuetic monitoring cannot be performed, monitor closely for toxicity and/or efficacy.",1,False,False,False
4169059,110076,RxNorm:7646,{'CYP2C19': 'Decreased plasma concentrations of PPIs compared to CYP2C19 NMs; increased risk of therapeutic failure'},Increase starting daily dose by 100%. Daily dose may be given in divided doses. Monitor for efficacy.,Optional,{'CYP2C19': 'Ultrarapid Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Ultrarapid Metabolizer'},general,n/a,1,False,False,False
4169060,110076,RxNorm:7646,{'CYP2C19': 'Decreased plasma concentrations of PPIs compared to CYP2C19 NMs; increased risk of therapeutic failure'},"Initiate standard starting daily dose. Consider increasing dose by 50-100% for the treatment of H. pylori infection and erosive esophagitis. Daily dose may be given in divided doses.
Monitor for efficacy.",Moderate,{'CYP2C19': 'Rapid Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Rapid Metabolizer'},general,n/a,1,False,False,False
4169061,110076,RxNorm:7646,{'CYP2C19': 'Normal PPI metabolism; may be at increased risk of therapeutic failure compared to CYP2C19 IMs and PMs'},"Initiate standard starting daily dose. Consider increasing dose by 50-100% for the treatment of H. pylori infection and erosive esophagitis. Daily dose may be given in divided doses.
Monitor for efficacy.",Moderate,{'CYP2C19': 'Normal Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Normal Metabolizer'},general,n/a,1,False,False,False
4169063,110076,RxNorm:7646,{'CYP2C19': 'Increased plasma concentration of PPI compared to CYP2C19 NMs; increased chance of efficacy and potentially toxicity'},"Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.",Optional,{'CYP2C19': 'Intermediate Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Intermediate Metabolizer'},general,n/a,1,False,False,False
4169064,110076,RxNorm:7646,{'CYP2C19': 'Likely increased plasma concentration of PPI compared to CYP2C19 NMs; likely increased chance of efficacy and potentially toxicity'},"Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.",Moderate,{'CYP2C19': 'Likely Poor Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Likely Poor Metabolizer'},general,"The strength of recommendation for ""likely"" phenotypes are the same as their respective confirmed phenotypes. ""Likely"" indicates the uncertainty in the phenotype assignment, but it is reasonable to apply the recommendation for the confirmed phenotype to the corresponding ""likely"" phenotype.",1,False,False,False
4169065,110076,RxNorm:7646,{'CYP2C19': 'Increased plasma concentration of PPI compared to CYP2C19 NMs; increased chance of efficacy and potentially toxicity'},"Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.",Moderate,{'CYP2C19': 'Poor Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Poor Metabolizer'},general,n/a,1,False,False,False
4169066,110076,RxNorm:7646,{'CYP2C19': 'n/a'},No recommendation,No Recommendation,{'CYP2C19': 'Indeterminate'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Indeterminate'},general,n/a,1,False,False,False
4169067,110076,RxNorm:17128,{'CYP2C19': 'Decreased plasma concentrations of PPIs compared to CYP2C19 NMs; increased risk of therapeutic failure'},Increase starting daily dose by 100%. Daily dose may be given in divided doses. Monitor for efficacy.,Optional,{'CYP2C19': 'Ultrarapid Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Ultrarapid Metabolizer'},general,n/a,1,False,False,False
4169068,110076,RxNorm:17128,{'CYP2C19': 'Decreased plasma concentrations of PPIs compared to CYP2C19 NMs; increased risk of therapeutic failure'},"Initiate standard starting daily dose. Consider increasing dose by 50-100% for the treatment of H. pylori infection and erosive esophagitis. Daily dose may be given in divided doses.
Monitor for efficacy.",Moderate,{'CYP2C19': 'Rapid Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Rapid Metabolizer'},general,n/a,1,False,False,False
4169069,110076,RxNorm:17128,{'CYP2C19': 'Normal PPI metabolism; may be at increased risk of therapeutic failure compared to CYP2C19 IMs and PMs'},"Initiate standard starting daily dose. Consider increasing dose by 50-100% for the treatment of H. pylori infection and erosive esophagitis. Daily dose may be given in divided doses.
Monitor for efficacy.",Moderate,{'CYP2C19': 'Normal Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Normal Metabolizer'},general,n/a,1,False,False,False
4169070,110076,RxNorm:17128,{'CYP2C19': 'Likely increased plasma concentration of PPI compared to CYP2C19 NMs; likely increased chance of efficacy and potentially toxicity'},"Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.",Optional,{'CYP2C19': 'Likely Intermediate Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Likely Intermediate Metabolizer'},general,"The strength of recommendation for ""likely"" phenotypes are the same as their respective confirmed phenotypes. ""Likely"" indicates the uncertainty in the phenotype assignment, but it is reasonable to apply the recommendation for the confirmed phenotype to the corresponding ""likely"" phenotype.",1,False,False,False
4169071,110076,RxNorm:17128,{'CYP2C19': 'Increased plasma concentration of PPI compared to CYP2C19 NMs; increased chance of efficacy and potentially toxicity'},"Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.",Optional,{'CYP2C19': 'Intermediate Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Intermediate Metabolizer'},general,n/a,1,False,False,False
4169072,110076,RxNorm:17128,{'CYP2C19': 'Likely increased plasma concentration of PPI compared to CYP2C19 NMs; likely increased chance of efficacy and potentially toxicity'},"Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.",Moderate,{'CYP2C19': 'Likely Poor Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Likely Poor Metabolizer'},general,"The strength of recommendation for ""likely"" phenotypes are the same as their respective confirmed phenotypes. ""Likely"" indicates the uncertainty in the phenotype assignment, but it is reasonable to apply the recommendation for the confirmed phenotype to the corresponding ""likely"" phenotype.",1,False,False,False
4169073,110076,RxNorm:17128,{'CYP2C19': 'Increased plasma concentration of PPI compared to CYP2C19 NMs; increased chance of efficacy and potentially toxicity'},"Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.",Moderate,{'CYP2C19': 'Poor Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Poor Metabolizer'},general,n/a,1,False,False,False
4169074,110076,RxNorm:17128,{'CYP2C19': 'n/a'},No recommendation,No Recommendation,{'CYP2C19': 'Indeterminate'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Indeterminate'},general,n/a,1,False,False,False
4169075,110076,RxNorm:40790,{'CYP2C19': 'Decreased plasma concentrations of PPIs compared to CYP2C19 NMs; increased risk of therapeutic failure'},Increase starting daily dose by 100%. Daily dose may be given in divided doses. Monitor for efficacy.,Optional,{'CYP2C19': 'Ultrarapid Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Ultrarapid Metabolizer'},general,n/a,1,False,False,False
4169076,110076,RxNorm:40790,{'CYP2C19': 'Decreased plasma concentrations of PPIs compared to CYP2C19 NMs; increased risk of therapeutic failure'},"Initiate standard starting daily dose. Consider increasing dose by 50-100% for the treatment of H. pylori infection and erosive esophagitis. Daily dose may be given in divided doses.
Monitor for efficacy.",Moderate,{'CYP2C19': 'Rapid Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Rapid Metabolizer'},general,n/a,1,False,False,False
4169077,110076,RxNorm:40790,{'CYP2C19': 'Normal PPI metabolism; may be at increased risk of therapeutic failure compared to CYP2C19 IMs and PMs'},"Initiate standard starting daily dose. Consider increasing dose by 50-100% for the treatment of H. pylori infection and erosive esophagitis. Daily dose may be given in divided doses.
Monitor for efficacy.",Moderate,{'CYP2C19': 'Normal Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Normal Metabolizer'},general,n/a,1,False,False,False
4169078,110076,RxNorm:40790,{'CYP2C19': 'Likely increased plasma concentration of PPI compared to CYP2C19 NMs; likely increased chance of efficacy and potentially toxicity'},"Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.",Optional,{'CYP2C19': 'Likely Intermediate Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Likely Intermediate Metabolizer'},general,"The strength of recommendation for ""likely"" phenotypes are the same as their respective confirmed phenotypes. ""Likely"" indicates the uncertainty in the phenotype assignment, but it is reasonable to apply the recommendation for the confirmed phenotype to the corresponding ""likely"" phenotype.",1,False,False,False
4169080,110076,RxNorm:40790,{'CYP2C19': 'Likely increased plasma concentration of PPI compared to CYP2C19 NMs; likely increased chance of efficacy and potentially toxicity'},"Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.",Moderate,{'CYP2C19': 'Likely Poor Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Likely Poor Metabolizer'},general,"The strength of recommendation for ""likely"" phenotypes are the same as their respective confirmed phenotypes. ""Likely"" indicates the uncertainty in the phenotype assignment, but it is reasonable to apply the recommendation for the confirmed phenotype to the corresponding ""likely"" phenotype.",1,False,False,False
4169081,110076,RxNorm:40790,{'CYP2C19': 'Increased plasma concentration of PPI compared to CYP2C19 NMs; increased chance of efficacy and potentially toxicity'},"Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.",Moderate,{'CYP2C19': 'Poor Metabolizer'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Poor Metabolizer'},general,n/a,1,False,False,False
4169082,110076,RxNorm:40790,{'CYP2C19': 'n/a'},No recommendation,No Recommendation,{'CYP2C19': 'Indeterminate'},{'CYP2C19': 'n/a'},{},{'CYP2C19': 'Indeterminate'},general,n/a,1,False,False,False
4169083,100417,RxNorm:26225,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥6.0'},{},{'CYP2D6': '≥6.0'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
4169084,100417,RxNorm:26225,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥5.0'},{},{'CYP2D6': '≥5.0'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
4169085,100417,RxNorm:26225,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥3.75'},{},{'CYP2D6': '≥3.75'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
4169086,100417,RxNorm:26225,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥4.0'},{},{'CYP2D6': '≥4.0'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
4169087,100417,RxNorm:26225,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥3.5'},{},{'CYP2D6': '≥3.5'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
4169088,100417,RxNorm:26225,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥3.25'},{},{'CYP2D6': '≥3.25'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
4169089,100417,RxNorm:26225,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥3.0'},{},{'CYP2D6': '≥3.0'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
4169090,100417,RxNorm:26225,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '4.0'},{},{'CYP2D6': '4.0'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
4169091,100417,RxNorm:26225,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '2.75'},{},{'CYP2D6': '2.75'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
4169092,100417,RxNorm:26225,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '3.0'},{},{'CYP2D6': '3.0'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
